Protein,Domain,Range,ECOD_num,ECOD_key,T-group,DPAM_prob,HH_prob,DALI_zscore,Hit_cov,Tgroup_cov,Judge,Hcount,Scount,subset,domain_length,bin,intracellular_percentage
Q01064,nD1,26-90,1871271,e5lcyB1,3826.1.1,0.946,0.0,7.3,0.879,0.739,simple_topology,2,0,subset_153,65,0,100.0
Q01064,nD2,"141-445,471-515",1734725,e5b25A1,131.1.1,1.0,1.0,52.7,0.991,1.515,good_domain,15,0,subset_153,350,2,100.0
P47900,nD1,31-365,2071219,e5nj6A1,5001.1.1,0.999,1.0,32.4,0.868,1.173,good_domain,8,2,subset_153,335,2,25.37313432835821
Q99814,nD1,16-70,2067459,e5v0lA2,105.1.1,0.966,0.99,3.3,0.738,0.821,simple_topology,2,0,subset_493,55,0,100.0
Q99814,nD2,71-240,2122134,e5y7yA1,223.1.1,0.993,0.993,15.8,0.871,1.164,good_domain,3,6,subset_493,170,2,100.0
Q99814,nD3,241-408,1678433,e4zphB3,223.1.1,0.998,1.0,23.2,0.968,1.151,good_domain,4,6,subset_493,168,2,100.0
P51788,nD1,"76-220,236-575,841-850",2478109,e6qvcA1,5053.1.1,1.0,1.0,53.5,0.961,1.1,good_domain,18,3,subset_493,495,2,46.86868686868687
P51788,nD2,"576-645,766-840",1124003,e4nocA1,282.1.1,0.996,0.984,11.1,0.824,1.094,good_domain,5,8,subset_493,145,1,100.0
Q9Y5C1,nD1,"31-200,241-455",2325429,e6euaA1,269.1.1,0.995,1.0,30.9,0.93,1.75,good_domain,6,11,subset_493,385,2,0.0
O15105,nD1,"6-15,86-200",002534041,e6h3rB1,378.1.1,0.99,0.998,12.5,0.805,0.772,good_domain,6,2,subset_340,125,1,100.0
O15105,nD2,251-425,002727695,e7cd1B1,73.1.1,0.998,1.0,27.3,0.922,1.458,good_domain,4,10,subset_340,175,2,100.0
P21709,nD1,26-205,002131245,e4m4rE4,10.1.2,0.999,1.0,26.0,0.752,1.146,good_domain,3,11,subset_340,180,2,0.0
P21709,nD2,206-265,001758626,e4m4pA2,389.1.1,1.0,1.0,9.9,0.455,1.412,good_domain,0,6,subset_340,60,0,0.0
P21709,nD3,266-330,001758626,e4m4pA2,389.1.1,1.0,1.0,9.9,0.512,1.529,simple_topology,0,2,subset_340,65,0,0.0
P21709,nD4,331-445,002723351,e7k7jA1,11.1.1,0.999,1.0,16.1,0.709,1.065,good_domain,0,9,subset_340,115,1,0.0
P21709,nD5,446-550,001162366,e3wcyA9,11.1.1,0.998,0.99,11.3,0.567,0.972,good_domain,0,7,subset_340,105,1,0.0
P21709,nD6,591-900,002706103,e7kjcA1,206.1.1,0.992,1.0,38.9,0.913,1.03,good_domain,9,11,subset_340,310,2,100.0
P21709,nD7,906-975,000002998,e1dxsA1,102.1.1,0.999,0.893,9.2,1.0,0.897,good_domain,4,0,subset_340,70,0,100.0
P45378,nD1,91-160,na,na,na,na,na,na,na,na,simple_topology,1,0,subset_340,70,0,100.0
P45378,nD2,186-245,002147331,e5y6pdz2,807.1.1,0.755,0.0,4.0,na,na,simple_topology,2,0,subset_340,60,0,100.0
O00548,nD1,21-180,1508348,e4xbmA1,11.2.1,0.996,1.0,21.0,0.892,1.135,good_domain,2,8,subset_290,160,2,0.625
O00548,nD2,181-225,1508349,e4xbmA2,389.1.1,0.999,1.0,4.0,0.957,1.059,good_domain,0,3,subset_290,45,0,0.0
O00548,nD3,226-255,2625949,e6pogB1,389.1.1,0.972,0.0,3.6,0.419,0.706,simple_topology,0,0,subset_290,30,0,0.0
O00548,nD4,256-290,1508350,e4xbmA3,389.1.1,1.0,1.0,3.8,0.971,0.824,good_domain,0,0,subset_290,35,0,0.0
O00548,nD5,291-330,1878263,e4xbmB6,389.1.1,0.999,0.998,5.0,0.949,0.941,good_domain,0,2,subset_290,40,0,0.0
O00548,nD6,331-365,2082918,e5mwbA3,389.1.1,0.996,0.299,5.9,0.854,0.824,simple_topology,0,2,subset_290,35,0,0.0
O00548,nD7,366-405,1878261,e4xbmB4,389.1.1,0.999,1.0,4.9,1.0,0.941,good_domain,1,2,subset_290,40,0,0.0
O00548,nD8,406-445,1821442,e5fmaA4,389.1.1,0.996,0.511,4.1,0.972,0.941,simple_topology,0,2,subset_290,40,0,0.0
O00548,nD9,446-480,1878263,e4xbmB6,389.1.1,1.0,0.992,5.7,0.897,0.824,good_domain,0,2,subset_290,35,0,0.0
O00548,nD10,481-520,2082918,e5mwbA3,389.1.1,1.0,0.897,6.2,0.927,0.941,simple_topology,0,2,subset_290,40,0,0.0
O95139,nD1,41-90,2798798,e7n8oX1,3493.1.1,0.787,0.0,3.1,na,na,simple_topology,2,0,subset_290,50,0,46.0
Q00537,nD1,"1-25,141-510",1921768,e5g6vA1,206.1.1,1.0,1.0,40.6,0.952,1.312,good_domain,14,8,subset_290,395,2,100.0
P40259,nD1,"41-145,151-180",140400,e3kg5A1,11.1.1,0.998,0.98,17.8,1.0,1.25,good_domain,2,9,subset_306,135,1,0.0
O14561,nD1,71-155,2644100,e6yj4U1,132.1.1,0.997,0.976,14.6,0.943,1.03,good_domain,3,0,subset_306,85,0,100.0
Q92569,nD1,56-170,2327585,e5xghB1,214.1.1,0.998,1.0,20.4,0.95,1.036,good_domain,2,4,subset_306,115,1,100.0
Q92569,nD2,"171-235,256-330",2537293,e6pyrB1,3755.4.1,1.0,0.995,16.0,0.828,0.828,good_domain,3,0,subset_306,140,1,100.0
Q92569,nD3,351-455,1838948,e5aulA1,214.1.1,0.998,0.979,21.7,0.945,0.946,good_domain,3,5,subset_306,105,1,100.0
P50591,nD1,16-45,4727,e1q90R1,5014.1.1,0.815,0.26,0.0,na,na,simple_topology,1,0,subset_187,30,0,3.3333333333333335
P50591,nD2,121-280,1952693,e5cirB1,10.3.1,0.997,1.0,26.2,0.908,1.127,good_domain,0,9,subset_187,160,2,0.0
P62424,nD1,36-265,2774679,e6zu5LG01,301.1.1,1.0,1.0,26.3,0.911,1.901,good_domain,9,5,subset_187,230,2,100.0
Q9Y6A2,nD1,1-490,2832300,e7n3mAAA1,149.1.1,1.0,1.0,59.9,0.98,1.216,good_domain,15,12,subset_187,490,2,97.75510204081633
P00390,nD1,"61-200,341-410",1270281,e2eq6B5,2003.1.2,0.999,1.0,36.4,0.601,0.894,good_domain,4,9,subset_453,210,2,100.0
P00390,nD2,201-355,1391129,e3djjA2,2003.1.2,0.997,1.0,26.0,1.0,0.66,good_domain,3,9,subset_453,155,2,100.0
P00390,nD3,411-520,76928,e1geuB1,244.2.1,0.998,1.0,19.4,0.957,0.894,good_domain,3,5,subset_453,110,1,100.0
P49840,nD1,81-440,1515954,e4nm3A1,206.1.1,1.0,1.0,47.3,0.905,1.196,good_domain,10,9,subset_453,360,2,100.0
P53420,nD1,1466-1570,271245,e1t60I1,352.1.1,0.998,1.0,8.6,0.938,0.905,good_domain,1,5,subset_453,105,1,0.0
P53420,nD2,1571-1690,2723128,e6wkuA6,352.1.1,0.996,1.0,14.3,1.0,1.034,good_domain,1,7,subset_453,120,1,0.0
Q9NR55,nD1,61-103,2430620,e6mg1A1,105.1.1,0.999,0.981,4.4,0.571,0.642,simple_topology,1,0,subset_360,43,0,100.0
A5X5Y0,nD1,46-245,2714268,e6w1mA1,11.12.1,0.996,1.0,16.2,0.93,0.948,good_domain,2,11,subset_360,200,2,0.0
A5X5Y0,nD2,"246-355,401-455",2761080,e7ektD2,5057.1.1,1.0,1.0,9.8,0.872,1.138,good_domain,5,0,subset_360,165,2,39.39393939393939
P51665,nD1,1-185,1885002,e5l4kU2,2492.1.1,0.996,1.0,24.4,0.989,1.142,good_domain,4,9,subset_360,185,2,100.0
P51665,nD2,"191-240,246-315",2043026,e4d10F2,3748.1.1,1.0,1.0,7.8,0.826,1.154,good_domain,3,0,subset_360,120,1,100.0
Q02548,nD1,21-90,2476,e1tc3C1,101.1.1,0.977,0.836,5.7,0.961,0.959,good_domain,3,1,subset_52,70,0,100.0
Q02548,nD2,91-140,131793,e1mdmA2,101.1.1,0.997,0.992,8.9,0.82,0.685,good_domain,3,0,subset_52,50,0,100.0
Q02548,nD3,226-250,141100,e2xsdC1,101.1.1,0.976,0.962,0.0,0.418,0.342,simple_topology,1,0,subset_52,25,0,100.0
P18507,nD1,66-270,2388936,e6d6tE1,11.12.1,0.997,1.0,27.8,0.751,0.972,good_domain,3,11,subset_52,205,2,0.0
P18507,nD2,"271-365,441-475",2656025,e6x3tE2,5057.1.1,0.996,1.0,21.4,0.969,0.897,good_domain,4,0,subset_52,130,1,17.692307692307693
P25774,nD1,21-90,1682900,e7pckA2,3998.1.1,0.997,1.0,6.1,0.707,0.761,good_domain,3,1,subset_52,70,0,0.0
P25774,nD2,91-330,1682292,e2c0yA1,219.1.1,0.999,1.0,36.9,0.973,1.071,good_domain,6,11,subset_52,240,2,0.0
Q9NPH3,nD1,26-135,2123360,e5vi4F3,11.1.1,0.999,1.0,20.2,0.957,1.019,good_domain,5,7,subset_52,110,1,0.0
Q9NPH3,nD2,136-235,2043151,e3o4oB1,11.1.1,0.998,1.0,12.3,0.942,0.926,good_domain,1,7,subset_52,100,1,0.0
Q9NPH3,nD3,236-350,2102015,e5y32B3,11.1.1,0.998,0.999,14.5,0.966,1.065,good_domain,0,8,subset_52,115,1,0.0
Q9NPH3,nD4,386-550,278131,e1t3gB1,2007.9.1,0.993,0.991,14.3,0.849,1.038,good_domain,7,5,subset_52,165,2,100.0
P05107,nD1,26-80,992397,e3k6sF3,355.1.1,0.999,1.0,9.3,0.932,1.0,good_domain,2,2,subset_473,55,0,0.0
P05107,nD2,126-365,1412983,e4wk0B2,2006.1.6,0.998,1.0,41.6,0.98,1.137,good_domain,6,8,subset_473,240,2,0.0
P05107,nD3,"81-125,366-455",1780225,e5e6vA1,11.1.1,0.997,1.0,22.9,0.978,1.25,good_domain,0,10,subset_473,135,1,0.0
P05107,nD4,456-485,1005448,e2p28B1,389.1.1,0.996,0.999,3.6,0.69,0.706,simple_topology,0,2,subset_473,30,0,0.0
P05107,nD5,491-540,1005449,e2p28B2,389.1.1,0.999,0.999,8.1,0.957,1.176,good_domain,2,2,subset_473,50,0,0.0
P05107,nD6,541-575,1005450,e2p28B3,389.1.1,1.0,0.999,5.9,0.814,0.824,good_domain,0,2,subset_473,35,0,0.0
P05107,nD7,576-615,2393139,e6bxjA6,389.1.1,1.0,1.0,4.6,0.76,0.941,good_domain,1,2,subset_473,40,0,0.0
P05107,nD8,621-695,992398,e3k6sF4,827.1.1,0.999,1.0,12.6,0.961,0.862,good_domain,1,4,subset_473,75,0,0.0
P05107,nD9,701-730,1764134,e2n2aA1,3569.1.1,0.933,0.839,0.0,0.517,0.517,simple_topology,1,0,subset_473,30,0,23.333333333333332
Q9HC35,nD1,11-70,4700,e2fo1D1,4991.1.1,0.989,0.0,3.8,0.921,0.952,simple_topology,1,0,subset_473,60,0,100.0
Q9HC35,nD2,261-590,1291898,e4ci8A1,5.1.4,0.981,1.0,50.2,0.997,0.919,good_domain,0,27,subset_473,330,2,100.0
Q9HC35,nD3,"216-260,591-865",1291899,e4ci8A2,5.1.4,0.989,1.0,52.3,0.979,0.891,good_domain,0,26,subset_473,320,2,100.0
P35225,nD1,36-145,4011,e1ik0A1,150.3.1,0.998,1.0,18.1,0.973,0.728,good_domain,5,2,subset_473,110,1,0.0
P52756,nD1,91-320,2137365,e5osgh2,304.9.1,0.983,0.99,6.5,0.95,2.421,good_domain,5,9,subset_225,230,2,100.0
P52756,nD2,451-510,1548124,e2mxwA1,3964.1.1,0.98,0.991,6.3,0.641,0.652,partial_domain,1,5,subset_225,60,0,100.0
P52756,nD3,536-560,2580640,e6l7pC1,3456.1.1,0.594,0.0,2.7,na,na,simple_topology,1,0,subset_225,25,0,100.0
P52756,nD4,636-695,8367,e1zu1A1,386.1.1,0.981,0.0,4.3,0.667,1.818,good_domain,3,1,subset_225,60,0,100.0
P46776,nD1,26-148,2774190,e6xywAl1,2490.3.1,0.994,0.997,4.7,0.439,0.826,good_domain,4,5,subset_225,123,1,100.0
P53041,nD1,16-155,4549,e1a17A1,109.4.1,0.997,0.993,22.7,0.862,0.49,good_domain,7,0,subset_225,140,1,100.0
P53041,nD2,156-490,2067734,e5jjtB1,246.2.1,1.0,1.0,54.7,0.978,1.132,good_domain,9,13,subset_225,335,2,100.0
Q9Y6K9,nD1,46-130,1551339,e5aj4Ad1,3967.1.1,0.896,0.0,5.4,0.407,0.521,simple_topology,1,0,subset_171,85,0,100.0
Q9Y6K9,nD2,131-195,2816307,e6z26B1,192.8.1,0.976,0.979,4.7,0.456,0.884,simple_topology,1,0,subset_171,65,0,100.0
Q9Y6K9,nD3,196-255,1560739,e5al7A3,3939.1.1,0.979,0.0,5.1,0.95,1.0,simple_topology,1,0,subset_171,60,0,100.0
Q9Y6K9,nD4,256-295,1494453,e4ll7A1,3939.1.1,0.9,0.971,0.0,0.319,0.667,simple_topology,1,0,subset_171,40,0,100.0
Q9Y6K9,nD5,301-360,1560739,e5al7A3,3939.1.1,0.968,0.0,5.1,0.95,1.0,simple_topology,1,0,subset_171,60,0,100.0
Q9Y6K9,nD6,391-419,1866104,e5aayA1,386.1.1,0.974,0.984,0.0,1.0,0.879,good_domain,1,0,subset_171,29,0,100.0
P84098,nD1,1-55,2418,e1vqoP1,637.1.1,0.997,1.0,12.5,0.982,1.0,good_domain,3,2,subset_171,55,0,100.0
P84098,nD2,56-195,2491382,e5wahA1,632.2.1,0.956,0.0,6.2,0.847,2.314,good_domain,4,0,subset_171,140,1,100.0
P50052,nD1,26-360,2570088,e6jodA1,5001.1.1,1.0,1.0,40.4,1.0,1.173,good_domain,9,2,subset_171,335,2,27.761194029850746
P06733,nD1,1-130,70119,e2akzB1,218.1.1,0.997,1.0,22.4,0.928,1.032,good_domain,3,3,subset_202,130,1,100.0
P06733,nD2,131-430,92611,e1pdzA2,2002.1.1,1.0,1.0,48.5,0.986,0.958,good_domain,11,10,subset_202,300,2,100.0
P30050,nD1,6-75,2641781,e6z1pAn2,3781.1.1,0.996,1.0,8.9,0.958,1.007,good_domain,2,3,subset_202,70,0,100.0
P30050,nD2,76-165,2755746,e7o7yBt1,101.1.16,0.998,1.0,15.9,0.978,1.146,good_domain,4,2,subset_202,90,1,100.0
Q9BUB5,nD1,"36-170,201-420",1166055,e3kn6A2,206.1.1,0.997,0.999,29.1,0.932,1.179,good_domain,10,9,subset_202,355,2,100.0
P26358,nD1,21-90,2319269,e5oaoA1,108.1.1,0.884,0.0,3.7,0.658,0.787,good_domain,4,0,subset_450,70,0,100.0
P26358,nD2,351-500,2162910,e5ydrB1,3497.1.1,0.984,1.0,23.3,0.974,0.987,good_domain,0,6,subset_450,150,1,100.0
P26358,nD3,"501-615,701-710",2043306,e4wxxB3,101.33.1,0.985,1.0,16.1,0.737,0.912,good_domain,4,0,subset_450,125,1,100.0
P26358,nD4,651-700,2043309,e4wxxB6,3109.1.1,0.952,1.0,0.0,0.757,0.909,simple_topology,2,0,subset_450,50,0,100.0
P26358,nD5,716-900,2043310,e4wxxB7,4.1.1,0.993,1.0,19.3,0.958,2.312,good_domain,3,9,subset_450,185,2,100.0
P26358,nD6,901-1135,2043304,e4wxxB1,4.1.1,1.0,1.0,26.6,0.927,2.938,good_domain,5,11,subset_450,235,2,100.0
P26358,nD7,1136-1600,988640,e3ubtA1,2003.1.5,0.992,1.0,28.8,0.851,2.022,good_domain,13,12,subset_450,465,2,100.0
O60840,nD1,"56-425,436-460,506-795,806-1040,1061-1150,1171-1450",1945922,e5mkeD2,5054.1.1,1.0,0.996,11.8,0.977,5.658,good_domain,36,5,subset_450,1290,3,35.65891472868217
O60840,nD2,1451-1585,2496856,e6jp8A4,108.1.1,0.994,1.0,8.1,0.988,1.517,good_domain,7,2,subset_450,135,1,100.0
O60840,nD3,1896-1945,1906996,e5hy7A2,101.1.1,0.94,0.0,2.8,0.376,0.685,good_domain,3,0,subset_450,50,0,100.0
P06401,nD1,566-645,1283298,e4nqaB2,377.1.1,0.991,1.0,10.1,0.606,1.6,simple_topology,2,0,subset_448,80,0,100.0
P06401,nD2,676-933,52849,e1sqnA1,188.1.1,0.999,0.999,35.7,0.988,1.066,good_domain,9,4,subset_448,258,2,100.0
Q92523,nD1,1-50,1102863,e2m76A1,3204.1.1,0.983,0.991,0.0,1.0,1.087,good_domain,1,2,subset_448,50,0,100.0
Q92523,nD2,"56-75,106-130",7519,e1nm8A1,323.1.1,0.981,0.0,6.2,0.106,0.197,simple_topology,2,0,subset_448,45,0,22.22222222222222
Q92523,nD3,131-765,997935,e4eywB1,323.1.1,1.0,1.0,35.9,0.875,2.785,good_domain,18,16,subset_448,635,3,100.0
P14784,nD1,26-130,232413,e4gs7B1,11.1.1,0.998,0.997,16.2,0.924,0.972,good_domain,1,7,subset_448,105,1,0.0
P14784,nD2,131-235,2071148,e5m5eB2,11.1.1,0.999,0.997,20.4,0.937,0.972,good_domain,0,7,subset_448,105,1,0.0
P14784,nD3,241-265,2105883,e5xtcW1,1132.1.1,0.386,0.0,2.6,na,na,simple_topology,1,0,subset_448,25,0,0.0
O95238,nD1,116-215,162206,e2dkxA1,102.1.1,0.994,0.996,15.0,0.938,1.282,good_domain,5,0,subset_114,100,1,100.0
O95238,nD2,246-335,2666,e1yo5C1,101.1.2,0.997,0.996,19.0,1.0,0.947,good_domain,3,3,subset_114,90,1,100.0
Q9ULX7,nD1,21-280,1700124,e5cjfA1,62.1.1,0.999,1.0,46.3,0.974,1.014,good_domain,3,9,subset_114,260,2,0.0
Q9ULX7,nD2,291-325,184906,e2rddB1,6055.1.1,0.863,0.643,0.0,0.568,0.824,simple_topology,1,0,subset_114,35,0,37.142857142857146
Q00535,nD1,1-290,2460572,e6j5tD1,206.1.1,0.985,1.0,13.8,0.748,0.963,good_domain,7,8,subset_114,290,2,100.0
P11049,nD1,"1-35,56-110,241-280",2627913,e6k4jA1,174.1.1,0.996,1.0,17.4,0.816,0.89,good_domain,4,0,subset_114,130,1,26.923076923076923
P11049,nD2,111-240,2804154,e7rdbA1,576.1.1,0.989,0.992,9.5,0.836,1.605,good_domain,6,2,subset_114,130,1,0.0
O43451,nD1,91-735,1632633,e3l4yA1,2002.1.1,0.971,1.0,54.2,1.0,2.061,good_domain,13,25,subset_419,645,3,0.0
O43451,nD2,736-815,1313723,e3wenA4,12.1.1,1.0,1.0,13.9,0.929,0.889,good_domain,0,6,subset_419,80,0,0.0
O43451,nD3,816-955,1587549,e3lppC5,4178.1.1,1.0,1.0,21.4,0.993,1.014,good_domain,0,10,subset_419,140,1,0.0
O43451,nD4,961-1130,2476298,e6jr7B1,2002.1.1,1.0,1.0,33.5,0.191,0.543,partial_domain,1,11,subset_419,170,2,0.0
O43451,nD5,"1116-1360,1376-1630",1611894,e3topB1,2002.1.1,0.976,1.0,59.1,0.958,1.597,good_domain,11,17,subset_419,500,2,0.0
O43451,nD6,1631-1715,1731746,e5dkxA2,12.1.1,1.0,1.0,13.9,0.965,0.944,good_domain,0,6,subset_419,85,0,0.0
O43451,nD7,1716-1855,1611897,e3topB4,4178.1.1,1.0,1.0,22.4,0.971,1.014,good_domain,0,11,subset_419,140,1,0.0
Q9NYK1,nD1,1-875,2323476,e5y3jB1,207.1.1,1.0,1.0,29.1,0.974,3.081,good_domain,11,32,subset_419,875,3,4.685714285714286
Q9NYK1,nD2,881-1049,1684203,e4w8hA1,2007.9.1,0.994,0.985,17.3,0.992,1.063,good_domain,7,5,subset_419,169,2,100.0
P17643,nD1,26-480,2092868,e5m8tC1,146.1.1,1.0,1.0,66.7,0.998,1.497,good_domain,11,9,subset_419,455,2,0.0
P17643,nD2,481-505,1548847,e5aj3O1,616.1.1,0.808,0.0,3.1,na,na,simple_topology,1,0,subset_419,25,0,16.0
Q15375,nD1,31-205,2131245,e4m4rE4,10.1.2,0.999,1.0,28.6,0.748,1.115,good_domain,2,11,subset_392,175,2,0.0
Q15375,nD2,206-265,1758626,e4m4pA2,389.1.1,1.0,1.0,18.6,0.472,1.412,good_domain,0,7,subset_392,60,0,0.0
Q15375,nD3,266-330,1758626,e4m4pA2,389.1.1,1.0,1.0,18.6,0.52,1.529,simple_topology,0,2,subset_392,65,0,0.0
Q15375,nD4,331-440,1770109,e4m4rE3,11.1.1,0.999,1.0,16.5,0.79,1.019,good_domain,0,9,subset_392,110,1,0.0
Q15375,nD5,441-545,2806940,e7s7kA3,11.1.1,0.998,1.0,15.2,0.838,0.972,good_domain,1,7,subset_392,105,1,0.0
Q15375,nD6,606-905,2706103,e7kjcA1,206.1.1,1.0,1.0,37.8,0.894,0.997,good_domain,11,8,subset_392,300,2,100.0
Q15375,nD7,906-998,2706104,e7kjcA2,102.1.1,0.996,1.0,12.2,0.91,1.192,good_domain,4,0,subset_392,93,1,100.0
P43119,nD1,1-295,2429323,e6iivA2,5001.1.1,0.999,1.0,29.3,0.772,1.033,good_domain,7,2,subset_392,295,2,23.389830508474578
Q9NZQ7,nD1,1-130,1220114,e3rnqB4,11.1.1,0.998,0.997,17.7,0.471,1.204,good_domain,4,8,subset_392,130,1,13.846153846153847
Q9NZQ7,nD2,"131-230,236-260",1220114,e3rnqB4,11.1.1,1.0,0.997,17.7,0.476,1.157,good_domain,1,7,subset_392,125,1,0.8
P68371,nD1,1-240,151218,e4drxB2,2003.1.6,0.999,1.0,33.6,0.959,1.165,good_domain,9,7,subset_55,240,2,100.0
P68371,nD2,241-430,151217,e4drxB1,301.6.1,0.995,1.0,18.1,0.989,1.301,good_domain,5,5,subset_55,190,2,100.0
P08913,nD1,"41-255,306-315,356-465",2554129,e6kuxA2,5001.1.1,0.999,1.0,32.3,0.902,1.173,good_domain,7,0,subset_55,335,2,36.11940298507463
P11597,nD1,26-240,137905,e3l6iA1,883.1.1,0.977,0.0,6.9,0.76,0.991,good_domain,4,8,subset_55,215,2,0.0
P11597,nD2,241-490,163195,e2obdA2,883.1.1,0.995,1.0,29.0,0.98,1.152,good_domain,8,11,subset_55,250,2,0.0
P05015,nD1,21-189,143314,e3oq3A1,150.3.1,0.999,1.0,24.9,0.994,1.119,good_domain,7,0,subset_55,169,2,1.7751479289940828
P20701,nD1,151-340,2530436,e5e6sC1,2006.1.6,0.999,1.0,33.8,0.886,0.9,good_domain,6,6,subset_371,190,2,0.0
P20701,nD2,"26-150,346-615",2530530,e5e6uA2,5.1.4,0.992,1.0,67.8,0.945,1.1,good_domain,3,29,subset_371,395,2,0.0
P20701,nD3,616-770,1140449,e4nehA1,11.1.1,0.998,1.0,17.1,0.911,1.435,good_domain,2,8,subset_371,155,2,0.0
P20701,nD4,776-920,1140450,e4nehA2,11.1.1,0.999,1.0,16.5,0.932,1.343,good_domain,1,9,subset_371,145,1,0.0
P20701,nD5,921-1085,1140451,e4nehA3,11.1.1,0.998,1.0,15.6,0.835,1.528,good_domain,2,11,subset_371,165,2,0.0
P05129,nD1,31-85,167536,e2ennA1,376.1.2,0.998,0.925,8.5,0.786,0.887,good_domain,0,4,subset_371,55,0,100.0
P05129,nD2,86-155,2028694,e5ue8A3,376.1.2,0.994,0.985,7.3,0.508,1.129,simple_topology,0,2,subset_371,70,0,100.0
P05129,nD3,156-290,179750,e3pfqA2,11.2.1,0.998,1.0,25.9,0.964,0.957,good_domain,3,8,subset_371,135,1,100.0
P05129,nD4,"331-680,686-695",80247,e1vzoA1,206.1.1,0.997,0.999,28.4,0.63,1.196,good_domain,11,8,subset_371,360,2,100.0
P62333,nD1,1-115,365206,e3h43I1,2.1.1,0.989,0.847,11.8,0.818,1.106,good_domain,1,5,subset_371,115,1,100.0
P62333,nD2,116-305,1885420,e5l4gL3,2004.1.1,0.997,1.0,25.5,0.989,0.852,good_domain,7,5,subset_371,190,2,100.0
P62333,nD3,306-389,1885414,e5l4gH3,148.1.3,0.993,0.999,8.8,0.776,0.903,good_domain,4,1,subset_371,84,0,100.0
P20839,nD1,111-225,2446656,e6i0oB2,282.1.1,0.998,1.0,22.6,0.874,0.868,good_domain,5,6,subset_485,115,1,100.0
P20839,nD2,"6-110,226-514",1714672,e4z0gB1,2002.1.1,0.999,1.0,62.3,0.912,1.259,good_domain,12,16,subset_485,394,2,100.0
P51170,nD1,"26-180,201-570",2593142,e6vtkA1,3223.1.1,1.0,1.0,26.7,0.884,1.29,good_domain,16,16,subset_485,525,2,8.19047619047619
P06734,nD1,"26-80,101-125",2321117,e6gapA2,3755.3.1,0.924,0.968,0.0,0.383,0.465,simple_topology,1,0,subset_485,80,0,0.0
P06734,nD2,126-150,1141882,e2ve7D2,4099.1.1,0.827,0.908,0.0,na,na,simple_topology,1,0,subset_485,25,0,0.0
P06734,nD3,151-290,1113200,e3whdC1,209.1.1,0.996,0.989,17.4,0.865,1.085,good_domain,2,8,subset_485,140,1,0.0
Q13464,nD1,"6-40,61-410,791-830,836-870",002570371,e6p5mA1,206.1.1,1.0,1.0,49.1,0.925,1.528,good_domain,14,9,subset_381,460,2,100.0
Q13464,nD2,486-520,001765872,e3vkhB14,148.1.3,0.912,0.975,0.0,0.189,0.376,simple_topology,1,0,subset_381,35,0,100.0
Q13464,nD3,"541-570,586-680",002817924,e7moqZ1,3755.3.1,0.974,0.985,4.8,0.473,0.727,simple_topology,1,0,subset_381,125,1,100.0
Q13464,nD4,706-765,na,na,na,na,na,na,na,na,simple_topology,1,0,subset_381,60,0,100.0
Q13464,nD5,766-790,001869356,e5czoB1,206.1.1,0.989,0.0,19.2,0.036,0.083,simple_topology,1,0,subset_381,25,0,100.0
Q13464,nD6,896-930,001447878,e4rh7A9,3187.1.1,0.917,0.975,0.0,0.292,0.254,simple_topology,1,0,subset_381,35,0,100.0
Q13464,nD7,931-1005,001756673,e3vkgA15,148.1.3,0.929,0.968,0.0,0.529,0.806,simple_topology,1,0,subset_381,75,0,100.0
Q13464,nD8,1021-1070,001756673,e3vkgA15,148.1.3,0.963,0.0,5.3,0.404,0.538,simple_topology,1,0,subset_381,50,0,100.0
Q13464,nD9,"1071-1095,1121-1210,1291-1330",000168216,e2rovA1,220.1.1,0.994,0.0,15.2,0.915,1.27,good_domain,5,6,subset_381,155,2,100.0
Q13464,nD10,1226-1285,001184526,e2rowA2,376.1.2,0.994,0.0,9.7,0.952,0.968,good_domain,1,3,subset_381,60,0,100.0
P48058,nD1,"21-135,266-370",001402082,e4u4gD2,2007.1.2,0.997,1.0,34.2,0.843,1.538,good_domain,6,7,subset_381,220,2,0.45454545454545453
P48058,nD2,"136-265,371-400",001873473,e4gpaA2,2007.1.2,0.999,1.0,28.4,0.588,1.119,good_domain,4,8,subset_381,160,2,0.0
P48058,nD3,"406-520,751-795",001521279,e4kcdB2,7523.1.1,0.996,0.996,20.5,0.781,1.067,good_domain,5,9,subset_381,160,2,0.0
P48058,nD4,"531-570,591-650,806-865",002821689,e7rz5A1,5054.1.1,0.999,1.0,19.3,0.417,0.702,good_domain,5,0,subset_381,160,2,44.375
P48058,nD5,"521-530,651-750,796-805",001887650,e5dtbA1,7523.1.1,0.994,0.998,21.8,0.972,0.8,good_domain,5,4,subset_381,120,1,0.0
Q9UBS0,nD1,46-405,000080240,e2jdoA1,206.1.1,0.999,1.0,43.7,0.932,1.196,good_domain,10,9,subset_381,360,2,100.0
Q96DA6,nD1,6-30,2323942,e5u1sA3,109.4.1,0.138,0.0,4.1,na,na,simple_topology,1,0,subset_358,25,0,100.0
Q96DA6,nD2,51-115,307112,e2guzG1,650.1.1,0.997,0.983,12.0,0.915,0.818,good_domain,3,0,subset_358,65,0,100.0
Q8TCC7,nD1,"6-49,71-305",1234866,e4gbzA4,5050.1.1,0.997,1.0,21.4,0.851,1.265,good_domain,9,4,subset_358,279,2,29.74910394265233
